time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
50.683000,-0.4220,3.7187,-1.3376,3.974
50.703000,0.3861,-0.6648,-0.8354,1.135
50.724000,0.3569,-2.5433,-0.1639,2.573
50.743000,0.0874,-1.8379,0.0727,1.841
50.764000,-0.1030,-0.2202,-0.3441,0.421
50.784000,0.3305,0.4438,-0.5823,0.803
50.803000,0.4671,0.1384,-0.4665,0.674
50.823000,-0.1626,-0.5507,-0.4313,0.718
50.844000,-0.7515,-1.4046,-0.2101,1.607
50.864000,-1.0484,-1.8749,-0.2074,2.158
50.884000,-0.7979,-1.4843,-0.8398,1.883
50.903000,0.0301,-0.7114,-0.5618,0.907
50.931000,0.3448,-0.6414,-0.0616,0.731
50.946000,0.1756,-0.8703,0.0562,0.890
50.964000,0.6789,-1.2111,0.1889,1.401
50.984000,0.8353,-1.7966,0.0247,1.981
51.005000,0.3928,-2.2104,-0.4390,2.288
51.024000,-0.3300,-1.6647,-0.2868,1.721
51.044000,-0.3454,-0.5871,0.9585,1.176
51.065000,-0.2744,0.3936,0.7414,0.883
51.084000,0.0143,0.7872,-0.3206,0.850
51.104000,0.3613,0.5480,-1.0078,1.203
51.125000,0.9153,0.0906,-0.7424,1.182
51.145000,1.0133,-0.2182,-0.2888,1.076
51.165000,0.5728,-0.0512,0.3674,0.682
51.184000,0.0387,-0.2011,1.4866,1.501
51.204000,-0.1519,0.0545,1.6267,1.635
51.225000,-0.1482,0.7371,0.6045,0.965
51.245000,-0.1604,0.5866,0.3053,0.680
51.265000,-0.2276,0.9456,0.0065,0.973
51.285000,-0.2914,0.6605,1.0168,1.247
51.305000,0.5323,0.2644,0.3875,0.710
51.324000,0.4702,1.4061,-0.9295,1.750
51.346000,-0.4293,1.9056,0.4504,2.005
51.365000,-0.6619,1.8313,-0.1768,1.955
51.384000,-0.2192,2.0989,-0.3345,2.137
51.405000,-0.7109,2.2336,2.3791,3.340
51.429000,-0.6248,1.2985,-2.2904,2.706
51.444000,-0.2888,-0.4909,-1.7861,1.875
51.465000,-0.5618,-0.5659,0.0046,0.797
51.484000,0.6985,1.9499,-0.9238,2.268
51.505000,2.1730,1.6765,-3.2456,4.250
51.525000,0.1427,1.1840,-0.0587,1.194
51.545000,-1.1181,0.7328,0.8284,1.573
51.566000,-1.5530,0.3520,1.0262,1.894
51.585000,0.3824,0.0741,-0.0623,0.394
51.605000,1.1255,-0.2629,-1.1091,1.602
51.625000,-0.1125,-0.0835,0.3661,0.392
51.646000,-0.3844,0.3622,0.9977,1.129
51.666000,0.4105,0.6956,-0.1399,0.820
51.685000,0.7142,1.5505,0.0118,1.707
51.705000,0.1928,1.7170,0.2703,1.749
51.725000,-0.1383,0.2720,-0.0298,0.307
51.745000,0.5555,-1.5786,-0.5358,1.757
51.765000,0.4052,-1.4485,0.9916,1.802
51.785000,-0.3003,-0.5771,0.6745,0.937
51.805000,-0.2132,-1.6598,1.8221,2.474
51.826000,-0.4886,-0.7433,2.2738,2.442
51.845000,0.1953,2.8773,1.9235,3.467
51.866000,0.6095,4.7437,0.5893,4.819
51.885000,-0.7799,4.6148,0.1158,4.682
51.905000,1.1232,-0.1516,-0.7584,1.364
51.925000,0.2796,-5.3989,-1.8585,5.717
51.945000,-1.0103,-7.9356,-0.2626,8.004
51.965000,-1.1089,-2.5565,-0.3431,2.808
51.986000,-0.9012,2.4816,0.4811,2.684
52.005000,0.5738,3.9932,-0.1369,4.037
52.025000,1.9369,3.1618,-1.3709,3.953
52.059000,1.1211,0.7237,-0.4385,1.405
52.065000,-0.3749,-1.0368,0.4735,1.200
52.085000,-0.9173,-1.9375,1.0219,2.375
52.105000,-0.3995,-1.4769,1.3031,2.010
52.126000,-0.2177,0.3203,1.1606,1.224
52.146000,-0.1875,1.5044,0.8584,1.742
52.168000,0.1963,1.4907,0.1646,1.513
52.185000,0.7165,0.8567,-1.0317,1.520
52.211000,0.7818,0.4984,-0.0368,0.928
52.225000,-0.1452,0.7096,0.6370,0.965
52.246000,-0.4866,0.6890,-0.0680,0.846
52.266000,-0.4392,0.4369,0.3524,0.713
52.287000,-0.3456,0.7177,-0.1457,0.810
52.307000,-0.7055,1.1733,-0.6407,1.512
52.326000,-0.6981,1.0138,0.5691,1.356
52.347000,0.1712,-0.1592,1.5419,1.560
52.366000,1.3045,-1.4297,0.5441,2.010
52.387000,0.6211,-1.6314,-0.2874,1.769
52.406000,-0.2872,-0.4763,-0.8337,1.002
52.427000,-0.1877,1.2332,0.4222,1.317
52.446000,0.2227,2.0111,1.8736,2.758
52.466000,1.1784,0.7770,-0.6463,1.552
52.486000,1.0735,1.4398,-1.8825,2.602
52.507000,-0.7124,2.7825,1.2341,3.126
52.527000,-0.6162,1.1331,0.6631,1.450
52.547000,0.3375,0.0385,-0.0083,0.340
52.567000,-0.8711,0.8214,0.2067,1.215
52.587000,-1.0545,-0.1590,0.2904,1.105
52.606000,-0.9307,-1.8976,0.8824,2.290
52.627000,-0.8059,-3.5938,3.3236,4.961
52.646000,0.1269,-4.2087,-0.2569,4.218
52.667000,2.7427,0.5901,-1.8257,3.347
52.687000,2.0177,3.5974,-0.8972,4.221
52.707000,-0.3136,1.1969,0.6994,1.421
52.726000,-0.6851,-1.2378,1.4078,1.996
52.747000,0.3072,-1.0578,-1.1634,1.602
52.766000,0.1544,1.4853,0.0213,1.494
52.787000,-0.7682,2.2145,0.1797,2.351
52.806000,0.0885,1.0529,-0.2627,1.089
52.828000,-0.0790,1.2776,0.3237,1.320
52.846000,-0.5413,0.3215,-0.5875,0.861
52.866000,0.0936,0.1214,-0.3791,0.409
52.887000,0.8193,0.0388,-0.1312,0.831
52.907000,0.5770,0.2107,0.4545,0.764
52.926000,-0.4647,0.5939,0.5767,0.949
52.947000,-0.2733,0.0342,1.0930,1.127
52.968000,-0.4374,-0.5101,-0.0631,0.675
52.987000,-0.0030,-0.3835,0.2505,0.458
53.007000,0.0318,0.5501,0.4481,0.710
53.027000,-0.2417,-0.8846,0.4842,1.037
53.048000,0.0739,-0.5121,-0.1970,0.554
53.068000,0.4307,1.2048,0.1952,1.294
53.087000,0.4523,0.6833,1.0974,1.370
53.108000,-0.5429,-0.0349,0.6432,0.842
53.127000,0.1341,0.6522,0.0239,0.666
53.147000,0.0623,0.8016,-0.1234,0.813
53.168000,0.3048,0.6858,-1.1036,1.335
53.187000,0.8340,-0.1381,-1.5129,1.733
53.208000,0.9321,-0.2547,-0.2655,1.002
53.227000,0.1096,1.1151,1.1771,1.625
53.248000,-1.0585,2.3404,0.6162,2.642
53.269000,0.2594,-0.6555,-1.6552,1.799
53.287000,0.7295,-3.0324,-1.6231,3.516
53.308000,-0.4107,-1.0323,1.1258,1.582
53.328000,-0.3800,0.7750,0.2250,0.892
53.348000,-0.2892,1.3967,0.3821,1.477
53.368000,-0.2907,-0.6527,-0.3959,0.817
53.388000,-0.6937,-2.0083,0.3831,2.159
53.408000,-0.0214,-0.1268,1.2518,1.258
53.427000,0.1279,1.8916,2.2291,2.926
53.448000,0.8885,2.3635,-2.3087,3.421
53.467000,0.6574,1.5191,-0.1155,1.659
53.487000,0.6231,0.4732,-0.3557,0.859
53.508000,0.2891,0.1253,0.0729,0.323
53.527000,0.0276,0.6054,-0.0023,0.606
53.547000,0.4677,0.5132,-0.7039,0.989
53.567000,-0.7009,-0.4064,-0.3655,0.889
53.588000,-0.7656,-0.0766,1.3291,1.536
53.608000,0.4806,0.3951,-0.3980,0.739
53.627000,-0.2746,-0.0739,-0.3415,0.444
53.648000,-0.4161,-0.3208,0.1088,0.537
53.668000,-0.8472,0.8831,-0.0668,1.226
53.688000,0.0153,0.0756,-0.9280,0.931
53.708000,0.0301,1.8049,0.5497,1.887
53.728000,-0.2687,1.8068,-0.0753,1.828
53.748000,0.1645,-0.9048,-3.3150,3.440
53.768000,-0.8208,0.8610,1.5301,1.938
53.788000,1.4202,-1.2435,-0.4318,1.936
53.808000,1.2521,-0.5802,-0.4293,1.445
53.828000,0.3155,0.3676,1.0032,1.114
53.848000,0.1231,-0.9164,-0.5089,1.055
53.868000,0.4271,-0.1206,-2.5918,2.630
53.889000,-0.1156,0.2465,-3.6282,3.638
53.908000,0.1290,-1.5076,0.6837,1.660
53.929000,-0.2725,-0.8443,6.5216,6.582
53.949000,0.7754,-1.0172,3.0850,3.340
53.968000,0.6737,-0.5031,-0.2155,0.868
53.988000,-0.7590,0.6651,-0.2877,1.049
54.009000,0.5946,-1.0748,-1.7834,2.165
54.028000,1.4283,-0.8298,-0.5335,1.736
54.048000,-0.6141,2.1176,1.6640,2.762
54.068000,-1.0972,1.4564,3.0914,3.589
54.088000,-0.4047,-3.1540,0.9533,3.320
54.109000,0.8454,-1.6792,-1.6915,2.529
54.128000,1.1452,1.3947,0.5850,1.897
54.148000,-0.3595,1.0502,3.1841,3.372
54.169000,-1.6873,1.9463,1.1276,2.812
54.188000,-0.3136,1.2312,-1.6473,2.080
54.208000,0.1923,0.9311,0.8099,1.249
54.229000,0.1738,1.9181,0.8212,2.094
54.249000,0.7252,2.1224,-3.9556,4.547
54.269000,0.4243,0.1235,-3.3310,3.360
54.289000,-0.1869,-1.3379,-1.0479,1.710
54.309000,0.1406,-1.3108,-1.2420,1.811
54.330000,0.5984,-1.8549,-0.0824,1.951
54.349000,0.0964,0.4819,0.4608,0.674
54.370000,0.5151,1.6616,-0.7322,1.887
54.390000,1.8539,0.1506,-0.2544,1.877
54.410000,1.0858,-0.1210,0.0734,1.095
54.433000,0.2277,-1.4889,-0.1740,1.516
54.451000,-0.1407,-0.3334,-0.3991,0.539
54.471000,0.3920,0.2183,0.4417,0.630
54.490000,0.3881,0.5316,1.0059,1.202
54.509000,0.4440,-0.5284,0.5182,0.863
54.529000,-0.1787,0.6059,0.3658,0.730
54.550000,0.7328,-1.4211,-0.4710,1.667
54.569000,0.0514,-2.4541,-0.4028,2.487
54.590000,-0.3298,-1.5503,0.4785,1.656
54.609000,-0.9881,-2.5928,0.4101,2.805
54.630000,-1.7290,-2.7789,1.1937,3.484
54.650000,-2.3625,-0.6178,1.0048,2.641
54.670000,-2.5021,4.9781,-0.2235,5.576
54.690000,1.7275,4.7382,-0.7418,5.098
54.709000,2.2823,0.9877,-0.1374,2.491
54.729000,0.6957,-0.7821,-0.0515,1.048
54.750000,-0.4187,-0.0395,-0.3973,0.579
54.770000,-0.7900,-0.3066,-0.4233,0.947
54.790000,-0.7077,0.6539,-0.4506,1.064
54.810000,0.2991,1.1273,0.0488,1.167
54.831000,0.6017,1.0050,0.1009,1.176
54.849000,-0.2434,0.2873,0.2198,0.436
54.869000,-0.7663,0.2933,0.6750,1.062
54.889000,-0.1011,0.5391,0.1593,0.571
54.909000,-0.0389,0.2595,-0.0722,0.272
54.929000,-0.1137,0.3490,0.0476,0.370
54.954000,0.0712,0.0596,0.3305,0.343
54.970000,-0.2115,0.1896,0.3865,0.480
54.990000,0.0982,-0.8186,-0.0162,0.825
55.010000,-0.3557,-2.1583,0.1979,2.196
55.030000,-1.9984,-0.8610,0.1811,2.184
55.050000,-1.6158,0.0509,0.0876,1.619
55.071000,1.4185,0.1236,0.2290,1.442
55.090000,2.4181,1.5507,-0.1865,2.879
55.110000,2.8277,1.0092,-1.5608,3.384
55.130000,1.8026,-2.1678,0.4243,2.851
55.151000,-0.4231,0.7241,-0.1314,0.849
55.172000,-1.8461,2.9152,-0.1823,3.455
55.190000,-1.4094,0.6295,-0.0273,1.544
55.219000,0.3401,-0.8631,-1.6489,1.892
55.232000,-0.1835,-1.9843,-0.3346,2.021
55.250000,0.6399,-2.5265,0.8611,2.745
55.271000,0.2305,-0.9428,1.6897,1.949
55.290000,-0.8688,-1.1559,2.1346,2.578
55.311000,-0.2187,1.5682,-0.9675,1.856
55.330000,1.0625,0.4609,0.9869,1.522
55.352000,3.2054,-1.3402,3.0103,4.597
55.371000,-0.4297,3.1583,-3.4076,4.666
55.391000,-2.2826,0.0985,1.0723,2.524
55.410000,-0.2637,-0.9253,0.2470,0.993
55.430000,0.3486,0.3106,-1.6274,1.693
55.452000,0.1057,-0.7776,0.2947,0.838
55.471000,-0.4154,-0.6956,-0.0241,0.811
55.491000,-0.3799,0.3547,-1.1313,1.245
55.510000,0.8060,-0.2844,-0.1541,0.868
55.531000,0.5221,-0.2551,0.3039,0.656
55.552000,-0.3540,0.2166,-0.3265,0.528
55.572000,0.2399,0.2486,-0.2230,0.411
55.592000,-0.5912,0.0106,0.7370,0.945
55.611000,-0.9533,0.0724,0.5486,1.102
55.631000,-0.4712,-0.4447,0.6695,0.932
55.651000,-0.0172,-0.4343,-0.2468,0.500
55.672000,0.3233,0.3773,-0.4387,0.663
55.692000,1.2541,0.7762,-0.1427,1.482
55.713000,0.3060,1.0475,-0.2223,1.114
55.732000,-0.5774,-0.0944,-0.5255,0.786
55.752000,0.0268,-0.2268,-0.1689,0.284
55.772000,0.5366,0.6286,0.5391,0.987
55.791000,0.6814,1.7066,-0.0010,1.838
55.812000,0.1907,0.8390,-0.1741,0.878
55.831000,-0.3787,0.6089,0.5497,0.903
55.852000,-0.3663,1.9911,0.2569,2.041
55.872000,-0.5759,3.1152,0.4116,3.195
55.892000,-0.7023,4.0316,1.0335,4.221
55.912000,0.5675,1.6940,0.5403,1.866
55.940000,0.2606,1.0041,-0.5085,1.155
55.963000,0.3380,1.9929,-0.5720,2.101
55.972000,0.1575,1.6107,-0.3153,1.649
55.992000,-0.0035,1.1258,-0.1136,1.131
56.012000,0.8313,3.1165,0.0149,3.225
56.041000,2.1147,1.3089,0.4996,2.537
56.054000,2.0753,0.8872,0.1467,2.262
56.071000,2.6485,2.9475,-0.0952,3.964
56.092000,0.3430,1.3632,-0.6456,1.547
56.112000,-1.9390,1.4773,-6.3904,6.840
56.132000,-3.1112,1.6614,-7.2015,8.019
56.152000,3.0590,-0.6510,-1.7327,3.575
56.172000,4.1856,-2.0419,-2.9357,5.505
56.192000,0.3764,-2.7065,-4.9601,5.663
56.212000,-1.4292,-3.4553,-4.1263,5.568
56.232000,-2.8835,-2.5347,-2.8172,4.762
56.252000,-3.9456,-2.4505,-5.1161,6.910
56.272000,-2.6680,-2.7239,-7.2318,8.175
56.292000,-0.4429,0.4460,-5.1721,5.210
56.312000,0.2602,3.4679,-3.5275,4.954
56.332000,4.8748,3.4122,-0.2855,5.957
56.353000,10.7575,4.2289,4.0448,12.246
56.377000,11.9477,5.2300,1.9731,13.191
56.392000,8.2012,4.6314,-2.4092,9.722
56.413000,1.8692,3.9425,0.3357,4.376
56.432000,-4.4192,4.8808,4.4729,7.960
56.452000,-0.8812,3.0618,7.4889,8.138
56.474000,6.6551,2.1354,7.9380,10.576
56.494000,6.6817,-0.2651,2.9446,7.307
56.513000,-2.6790,-0.0033,-6.9694,7.467
56.533000,-4.2290,2.8893,-3.1921,6.035
56.552000,3.0485,3.9553,8.0003,9.431
56.573000,1.5098,2.1327,9.6302,9.978
56.593000,1.5575,0.3865,5.0055,5.256
56.614000,5.6372,-1.8184,0.0673,5.924
56.633000,9.3791,-4.5069,-2.2899,10.655
56.664000,6.6188,-3.1433,-0.8420,7.375
56.678000,-2.1798,4.1440,-0.3822,4.698
56.696000,-4.1128,4.7044,-1.4261,6.409
56.713000,-3.4628,3.4585,-2.8969,5.687
56.732000,-1.1178,2.6834,0.1871,2.913
56.759000,1.6437,-0.4337,1.9130,2.559
56.773000,3.0268,-2.9559,1.4095,4.459
56.794000,1.7690,-1.4396,-1.6776,2.831
56.813000,-2.1314,2.1148,-1.5464,3.377
56.833000,-3.9836,3.9581,0.7101,5.660
56.852000,-1.6404,2.1402,0.7036,2.787
56.874000,-0.9220,0.0220,-0.4160,1.012
56.893000,-1.8610,0.5182,-1.3530,2.359
56.913000,-1.9842,1.8956,-2.0992,3.455
56.933000,-1.5910,2.0362,-1.3978,2.938
56.953000,-1.4338,0.1343,0.7901,1.643
56.973000,-0.1708,-1.6382,1.2107,2.044
56.993000,-0.5936,0.5499,-0.7121,1.078
57.013000,-1.9614,0.9643,0.6366,2.276
57.033000,-2.0519,0.3526,1.0051,2.312
57.054000,-1.9538,1.2563,-1.1438,2.589
57.073000,-0.3568,1.1516,-2.7429,2.996
57.094000,0.5942,0.0056,-0.8106,1.005
57.113000,-0.2890,0.3728,0.8034,0.932
57.134000,-1.0755,0.7014,0.0634,1.286
57.153000,-0.6207,0.3495,-0.2949,0.771
57.173000,0.2425,-0.1102,1.5349,1.558
57.194000,0.3145,-0.0876,1.9067,1.934
57.214000,-1.0703,0.5091,0.8017,1.431
57.234000,-0.3367,0.2375,-0.3101,0.516
57.254000,0.6274,-0.2832,0.0949,0.695
57.273000,0.3720,-0.1947,1.0874,1.166
57.294000,0.0921,-0.0952,0.7258,0.738
57.314000,1.1730,-0.4677,-0.7457,1.467
57.334000,1.4079,-0.9122,-0.8040,1.860
57.354000,0.8074,-0.4623,-0.4215,1.021
57.374000,0.5877,-0.4010,-0.3162,0.779
57.395000,-0.1391,-0.1927,0.5345,0.585
57.414000,-0.7173,0.1841,0.6369,0.977
57.434000,-0.1457,-0.0155,-0.2304,0.273
57.454000,0.3539,-0.0137,-0.0749,0.362
57.475000,-0.0684,0.3603,0.2514,0.445
57.494000,-0.2887,0.2827,0.0202,0.405
57.518000,-0.0055,-0.1155,-0.8503,0.858
57.534000,0.1237,-0.2200,-1.3195,1.343
57.555000,0.0014,0.0605,-0.2550,0.262
57.574000,-0.0225,0.1775,-0.3602,0.402
57.594000,0.4521,-0.1716,-0.2785,0.558
57.615000,0.1449,0.1929,-0.1629,0.291
57.635000,-0.6372,0.4437,-0.1039,0.783
57.655000,-0.2853,0.0538,0.2395,0.376
57.674000,0.3842,-0.2095,-0.2492,0.504
57.696000,0.3772,-0.0884,-0.4664,0.606
57.715000,-0.1121,0.0866,-0.3803,0.406
57.735000,-0.2427,0.0626,-0.4441,0.510
57.755000,0.0053,-0.2344,-0.1015,0.255
57.776000,0.2376,-0.2215,0.2688,0.422
57.795000,0.1156,-0.1114,0.1583,0.225
57.815000,-0.1292,0.0868,-0.1757,0.235
57.836000,-0.4189,0.2313,-0.2515,0.541
57.856000,-0.1934,0.0523,-0.3340,0.390
57.877000,0.1187,0.0647,-0.2653,0.298
57.895000,0.1939,0.0808,0.1193,0.242
57.918000,-0.2425,0.1793,0.5209,0.602
57.936000,-0.4544,0.4006,0.2599,0.659
57.956000,0.0862,0.0561,0.3004,0.318
57.975000,0.2048,0.1009,0.3562,0.423
57.995000,-0.3258,0.2917,0.3084,0.535
58.015000,-0.3502,0.1214,0.2937,0.473
58.036000,0.2310,-0.0457,0.4790,0.534
58.055000,0.3719,-0.1641,0.5686,0.699
58.076000,-0.0280,0.2881,0.1886,0.345
58.098000,-0.0776,0.3452,-0.5365,0.643
58.116000,0.1501,0.0083,-0.7533,0.768
58.136000,0.3273,0.0645,-0.1980,0.388
58.156000,0.5526,-0.1544,0.0522,0.576
58.176000,0.4140,-0.0435,-0.2599,0.491
58.196000,-0.1951,0.3669,-0.0950,0.426
58.216000,-0.1537,0.2644,0.1034,0.323
58.236000,0.3385,-0.0749,0.0010,0.347
58.256000,0.3329,-0.0192,0.1940,0.386
58.275000,0.0038,0.0440,0.2009,0.206
58.295000,-0.1511,0.0542,-0.2277,0.279
58.315000,0.0463,-0.0099,-0.1706,0.177
58.335000,0.1791,-0.1459,-0.0201,0.232
58.356000,0.3299,-0.1667,0.1985,0.420
58.375000,0.0357,-0.3054,0.4358,0.533
58.396000,-0.4428,-0.4975,1.0796,1.269
58.416000,0.4012,0.2116,0.9950,1.094
58.437000,0.6689,0.1816,-0.6146,0.926
58.456000,0.3296,-0.2563,-0.6170,0.745
58.476000,0.1307,-0.2626,-0.2220,0.368
58.496000,0.0265,-0.1387,0.0842,0.164
58.516000,0.1628,-0.1598,-0.2867,0.366
58.537000,0.3340,-0.1432,-0.2683,0.452
58.556000,0.1996,-0.0774,-0.3635,0.422
58.576000,0.1270,-0.0970,-0.6998,0.718
58.600000,0.2650,-0.0516,-0.6873,0.738
58.616000,0.3160,0.1011,-0.7658,0.835
58.635000,0.0597,0.1645,-0.4326,0.467
58.656000,-0.0124,0.2337,0.0739,0.245
58.676000,0.3123,0.0753,0.5561,0.642
58.696000,0.1699,0.2543,0.6966,0.761
58.716000,-0.0425,0.4324,0.0806,0.442
58.736000,-0.0354,0.2900,-0.1879,0.347
58.756000,-0.0196,0.2787,-0.0746,0.289
58.776000,0.2281,0.1890,-0.3329,0.446
58.796000,0.1058,0.2047,-0.3181,0.393
58.816000,-0.1130,0.3244,0.2377,0.418
58.836000,-0.0008,0.0169,0.1552,0.156
58.856000,0.0305,-0.0982,-0.1911,0.217
58.876000,-0.0157,-0.0768,-0.2896,0.300
58.897000,-0.1322,-0.0390,0.0847,0.162
58.916000,-0.2225,0.1099,0.1337,0.282
58.937000,0.0184,0.0235,-0.6034,0.604
58.957000,0.1349,-0.0208,-0.6314,0.646
58.976000,-0.0354,0.0120,0.1966,0.200
58.997000,0.0028,-0.0256,0.2524,0.254
59.016000,-0.0137,0.0259,-0.0473,0.056
59.037000,0.0369,0.0368,-0.1819,0.189
59.056000,0.1822,-0.1086,-0.3476,0.407
59.076000,-0.0023,-0.1749,-0.0200,0.176
59.097000,-0.2359,0.0507,-0.1584,0.289
59.116000,-0.1535,0.0406,-0.3254,0.362
59.137000,0.0014,-0.1361,-0.0661,0.151
59.157000,-0.0970,-0.0369,0.0234,0.106
59.177000,-0.1572,0.1346,-0.0632,0.216
59.196000,-0.1387,0.1374,0.0237,0.197
59.216000,-0.0458,0.1320,-0.3470,0.374
59.236000,-0.2367,0.2362,0.2917,0.444
59.257000,-0.2191,-0.3489,4.4939,4.513
59.277000,1.1664,-0.1423,-2.7313,2.973
59.297000,0.5318,0.5358,-4.8825,4.941
