time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.677000,-0.0276,-0.0881,-0.3185,0.332
4.677000,-0.1118,-0.0735,-0.3834,0.406
4.678000,-0.1794,-0.0720,-0.4422,0.483
4.682000,-0.2194,-0.0209,-0.5512,0.594
4.687000,-0.1783,-0.0216,-0.6877,0.711
4.692000,-0.0738,-0.1097,-0.7884,0.799
4.697000,0.0624,-0.1745,-0.8342,0.855
4.701000,0.1458,-0.2953,-0.7487,0.818
4.707000,0.1346,-0.3590,-0.4507,0.592
4.713000,0.0697,-0.4117,0.0415,0.420
4.718000,0.0469,-0.4271,0.4646,0.633
4.722000,0.0573,-0.4185,0.7029,0.820
4.727000,0.0521,-0.4067,0.9465,1.032
4.731000,0.0725,-0.3991,0.9757,1.057
4.737000,0.1178,-0.3745,0.7261,0.825
4.741000,0.1100,-0.3071,0.3752,0.497
4.746000,0.1033,-0.2119,0.1409,0.275
4.751000,0.1715,-0.1009,-0.1324,0.239
4.756000,0.2565,-0.0638,-0.3834,0.466
4.761000,0.2840,-0.0392,-0.4784,0.558
4.766000,0.2682,0.0304,-0.5515,0.614
4.771000,0.2087,0.0960,-0.5226,0.571
4.776000,0.1658,0.1266,-0.3932,0.445
4.781000,0.0360,0.1297,-0.2711,0.303
4.786000,-0.0820,0.1494,-0.1313,0.215
4.791000,-0.0924,0.1800,-0.0670,0.213
4.796000,-0.1096,0.1701,-0.0411,0.206
4.801000,-0.1373,0.1428,-0.0942,0.219
4.806000,-0.0598,0.1257,-0.2216,0.262
4.811000,-0.0434,0.1323,-0.2807,0.313
4.816000,-0.1154,0.1424,-0.2274,0.292
4.820000,-0.1639,0.1320,-0.1815,0.278
4.826000,-0.1708,0.2253,-0.2136,0.354
4.831000,-0.1444,0.2305,-0.1235,0.299
4.836000,-0.1703,0.1916,0.0190,0.257
4.844000,-0.1455,0.1478,0.1567,0.260
4.846000,-0.1207,0.1086,0.1795,0.242
4.851000,-0.1223,0.1408,0.2380,0.302
4.856000,-0.1286,0.1831,0.2427,0.330
4.860000,-0.0938,0.1687,0.2294,0.300
4.865000,-0.0699,0.0647,0.1540,0.181
4.870000,-0.0603,0.1497,0.0824,0.181
4.875000,-0.0156,0.1112,0.1029,0.152
4.880000,0.0353,0.0654,0.1545,0.171
4.885000,0.0448,0.0182,0.1821,0.188
4.890000,0.0283,-0.0187,0.1835,0.187
4.895000,0.0160,-0.0275,0.1873,0.190
4.900000,0.0230,-0.0500,0.1623,0.171
4.904000,-0.0258,0.0478,0.0549,0.077
4.910000,0.0483,0.0551,0.0147,0.075
4.915000,0.0870,-0.0002,0.0403,0.096
4.920000,0.1033,-0.0339,0.0192,0.110
4.925000,0.1121,-0.0689,-0.0556,0.143
4.929000,0.0714,-0.0260,-0.1388,0.158
4.934000,-0.0402,0.0570,-0.0580,0.091
4.939000,-0.0660,0.1463,-0.0658,0.173
4.944000,-0.0563,0.1317,-0.1227,0.189
4.949000,-0.0275,0.0327,-0.0670,0.079
4.954000,0.0001,-0.0205,-0.0521,0.056
4.959000,-0.0097,0.0068,-0.0503,0.052
4.964000,0.0137,0.0258,-0.0724,0.078
4.969000,0.0799,-0.0457,-0.0993,0.135
4.977000,0.1261,-0.1013,-0.1009,0.191
4.980000,0.1549,-0.1067,0.0051,0.188
4.984000,0.1780,-0.0743,0.1098,0.222
4.989000,0.1681,-0.0750,0.1438,0.234
4.994000,0.1229,-0.0714,0.0881,0.167
4.998000,0.0841,-0.0720,0.0301,0.115
5.003000,0.0719,-0.0979,-0.0601,0.136
5.009000,0.0955,-0.0709,-0.1322,0.178
5.013000,0.1058,-0.0664,-0.1397,0.187
5.019000,0.0789,-0.0475,-0.1268,0.157
5.024000,0.0624,-0.0428,-0.1152,0.138
5.028000,0.0635,-0.0366,-0.2040,0.217
5.033000,0.0610,-0.0626,-0.2114,0.229
5.038000,0.0120,-0.0444,-0.1614,0.168
5.043000,-0.0427,-0.0610,-0.0218,0.078
5.048000,-0.0286,-0.0613,0.1189,0.137
5.053000,0.0052,-0.0723,0.1972,0.210
5.060000,0.0347,-0.1489,0.2049,0.256
5.063000,0.0352,-0.1830,0.1551,0.242
5.068000,0.0005,-0.1791,0.0469,0.185
5.073000,0.0059,-0.1692,-0.0420,0.174
5.077000,0.0693,-0.1637,-0.1080,0.208
5.082000,0.0897,-0.1898,-0.0914,0.229
5.087000,0.0930,-0.1556,-0.2122,0.279
5.093000,0.0365,-0.0064,-0.2874,0.290
5.097000,0.0202,0.0233,-0.2459,0.248
5.102000,-0.0171,-0.0513,-0.1572,0.166
5.111000,-0.0201,-0.1241,-0.1263,0.178
5.112000,0.0320,-0.0620,-0.1407,0.157
5.117000,0.0560,-0.0253,-0.1385,0.152
5.122000,0.0559,-0.0006,-0.0472,0.073
5.127000,0.0402,0.0097,-0.0007,0.041
5.132000,-0.0110,0.0503,0.1333,0.143
5.137000,-0.0193,0.0569,0.2174,0.226
5.143000,-0.0028,0.0558,0.2533,0.259
5.147000,0.0148,0.0592,0.2093,0.218
5.151000,-0.0197,0.0601,0.1123,0.129
5.159000,0.0118,0.1122,0.0197,0.115
5.162000,0.0388,0.0892,0.0301,0.102
5.167000,0.0659,0.1069,0.0214,0.127
5.171000,0.0873,0.1021,-0.0157,0.135
5.177000,0.0746,0.0821,-0.0381,0.117
5.181000,0.0470,0.0755,-0.0876,0.125
5.186000,0.0448,0.1024,-0.0762,0.135
5.192000,0.0685,0.1136,-0.0054,0.133
5.196000,0.0881,0.0810,0.0445,0.128
5.201000,0.0849,0.0560,0.0834,0.131
5.206000,0.0647,0.0312,0.1242,0.144
5.211000,0.0124,0.0492,0.1861,0.193
5.216000,-0.0054,0.0680,0.2510,0.260
5.221000,-0.0018,0.0958,0.2571,0.274
5.230000,0.0280,0.1064,0.1859,0.216
5.232000,0.0160,0.0891,0.1486,0.174
5.239000,0.0268,0.0623,0.0950,0.117
5.256000,0.0508,0.0867,0.0347,0.106
5.257000,0.0451,0.1133,-0.0085,0.122
5.258000,0.0738,0.0957,-0.0288,0.124
5.258000,0.0703,0.0593,-0.1142,0.147
5.262000,0.0453,0.0078,-0.1478,0.155
5.265000,0.0405,0.0126,-0.1170,0.124
5.270000,-0.0154,0.0494,0.0013,0.052
5.276000,-0.0251,0.0440,0.0402,0.065
5.280000,-0.0191,0.0641,0.0467,0.082
5.285000,0.0287,0.0680,0.0460,0.087
5.290000,0.0005,0.0180,-0.0212,0.028
5.295000,-0.0165,0.0146,-0.0937,0.096
5.300000,0.0108,0.0157,-0.1312,0.133
5.305000,0.0095,0.0455,-0.1375,0.145
5.312000,0.0111,0.0455,-0.0951,0.106
5.317000,0.0792,-0.0152,-0.0708,0.107
5.320000,0.0957,-0.0669,-0.1096,0.160
5.327000,0.1300,-0.0789,-0.1232,0.196
5.330000,0.0916,-0.1012,-0.1270,0.186
5.335000,0.0320,-0.0873,-0.1155,0.148
5.339000,0.0389,-0.0585,-0.1372,0.154
5.345000,0.0013,-0.0060,-0.0911,0.091
5.350000,-0.0138,0.0204,-0.0798,0.084
5.355000,-0.0562,0.0159,0.0003,0.058
5.360000,-0.0486,-0.0491,0.0963,0.119
5.365000,-0.0697,-0.0961,0.0585,0.132
5.369000,-0.0526,-0.1016,0.0198,0.116
5.376000,-0.0472,-0.1440,-0.0210,0.153
5.380000,-0.0772,-0.0962,-0.0020,0.123
5.384000,-0.0688,-0.0693,0.0179,0.099
5.389000,-0.0838,-0.0977,0.0152,0.130
5.395000,-0.0700,-0.1060,0.0124,0.128
5.400000,-0.1110,-0.0906,-0.0022,0.143
5.404000,-0.1457,-0.0672,-0.0476,0.167
5.411000,-0.0925,-0.0499,-0.0594,0.121
5.414000,-0.0758,-0.0372,-0.0284,0.089
5.418000,-0.0891,-0.0433,-0.0771,0.126
5.423000,-0.0741,-0.0480,-0.0602,0.107
5.428000,-0.0808,-0.0395,-0.0624,0.109
5.433000,-0.0366,-0.0570,-0.0752,0.101
5.439000,-0.0320,-0.0493,-0.1058,0.121
5.443000,-0.0153,-0.0502,-0.1669,0.175
5.448000,0.0173,-0.0630,-0.1516,0.165
5.453000,0.0288,-0.0701,-0.1660,0.183
5.460000,0.0265,-0.0990,-0.1625,0.192
5.463000,0.0674,-0.1180,-0.1602,0.210
5.468000,0.0496,-0.0977,-0.1757,0.207
5.473000,0.0379,-0.0523,-0.1625,0.175
5.479000,0.0025,-0.0142,-0.1281,0.129
5.483000,-0.0219,0.0049,-0.0702,0.074
5.488000,-0.0330,-0.0018,0.0062,0.034
5.495000,-0.0440,0.0133,0.0204,0.050
5.498000,-0.0347,-0.0071,0.0688,0.077
5.503000,-0.0433,-0.0116,0.0302,0.054
5.512000,-0.0802,-0.0218,0.0003,0.083
5.513000,-0.0631,-0.0138,0.0170,0.067
5.518000,-0.0174,-0.0270,0.0145,0.035
5.522000,0.0341,0.0099,0.0323,0.048
5.528000,-0.0240,-0.0296,0.0500,0.063
5.532000,-0.0815,-0.0406,0.1161,0.148
5.537000,-0.1059,-0.0055,0.1627,0.194
5.548000,-0.1164,0.0514,0.1126,0.170
5.549000,-0.0890,0.0683,0.0379,0.118
5.555000,-0.0879,0.0575,0.0529,0.118
5.557000,-0.0378,0.0215,0.0262,0.051
5.563000,0.0095,0.0091,0.0104,0.017
5.567000,0.0227,0.0391,-0.0219,0.050
5.572000,-0.0028,-0.0193,0.0007,0.019
5.577000,-0.0455,-0.0121,0.0101,0.048
5.582000,-0.0130,0.0149,0.0229,0.030
5.586000,-0.0162,0.0391,0.0475,0.064
5.592000,-0.0159,0.0700,0.0387,0.082
5.597000,0.0130,0.0617,0.0429,0.076
5.601000,0.0154,-0.0022,0.0282,0.032
5.606000,0.0363,0.0512,-0.0564,0.084
5.611000,0.0438,0.0954,-0.0739,0.128
5.616000,-0.0071,0.1111,-0.0401,0.118
5.621000,-0.0261,0.1140,0.0231,0.119
5.631000,-0.0218,0.0882,0.0536,0.106
5.632000,-0.0404,0.0542,0.0577,0.089
5.639000,0.0030,-0.0130,0.0606,0.062
5.641000,0.0023,-0.0277,-0.0077,0.029
5.652000,0.0458,-0.0401,-0.1076,0.124
5.654000,0.0207,-0.0489,-0.1460,0.155
5.656000,-0.0024,-0.0528,-0.1651,0.173
5.661000,-0.0234,-0.0424,-0.2326,0.238
5.665000,-0.0154,-0.0675,-0.1701,0.184
5.670000,-0.0288,-0.0732,-0.1722,0.189
5.676000,-0.0364,-0.0727,-0.1636,0.183
5.680000,-0.0258,-0.0336,-0.1290,0.136
5.685000,0.0123,0.0095,-0.1066,0.108
5.690000,0.0315,-0.0313,-0.0499,0.067
5.695000,0.0165,-0.0613,0.0230,0.068
5.700000,0.0295,-0.0667,0.1178,0.139
5.705000,0.0276,-0.0229,0.1785,0.182
5.710000,0.0447,-0.0035,0.1687,0.175
5.715000,0.0620,0.0130,0.1127,0.129
5.720000,0.0297,0.0266,0.1651,0.170
5.727000,-0.0008,0.0286,0.1518,0.155
5.730000,0.0095,0.0607,0.1172,0.132
5.735000,0.0262,0.0422,0.0343,0.060
5.740000,0.0188,0.0461,-0.0302,0.058
5.745000,0.0120,0.0438,-0.0786,0.091
5.750000,-0.0025,0.0261,-0.0791,0.083
5.755000,-0.0226,0.0671,-0.0725,0.101
5.761000,-0.0331,0.0878,-0.0967,0.135
5.765000,-0.0665,0.0908,-0.0199,0.114
5.769000,-0.0655,0.1026,0.0136,0.123
5.775000,-0.0707,0.0874,0.0789,0.137
5.782000,-0.0383,0.0678,0.0831,0.114
5.788000,0.0278,0.0235,0.0314,0.048
5.791000,0.0540,0.0095,-0.0246,0.060
5.802000,0.0846,-0.0137,-0.0516,0.100
5.803000,0.1649,-0.0984,-0.0665,0.203
5.804000,0.1511,-0.0947,-0.0184,0.179
5.809000,0.0703,-0.0640,0.0780,0.123
5.814000,0.0180,-0.0521,0.1547,0.164
5.818000,-0.0135,-0.0408,0.2282,0.232
5.823000,-0.0185,-0.0230,0.2335,0.235
5.828000,-0.0539,0.0169,0.1449,0.156
5.833000,-0.0957,-0.0061,0.0298,0.100
5.839000,-0.0410,-0.0391,0.0155,0.059
5.844000,-0.0430,-0.0511,-0.0545,0.086
5.849000,-0.0136,-0.0562,-0.0302,0.065
5.853000,-0.0375,-0.0200,0.0344,0.055
5.861000,-0.0539,-0.0111,0.0354,0.065
5.863000,-0.0924,-0.0307,0.0922,0.134
5.868000,-0.1333,-0.0159,0.1698,0.216
5.873000,-0.1551,0.0158,0.2063,0.259
5.878000,-0.1194,0.0070,0.2080,0.240
5.883000,-0.1452,0.0207,0.0993,0.177
5.888000,-0.1568,0.0118,0.0163,0.158
5.893000,-0.0974,-0.0110,-0.0802,0.127
5.898000,-0.0392,-0.0565,-0.2210,0.231
5.903000,0.0697,-0.0575,-0.3238,0.336
5.907000,0.0899,-0.1065,-0.3639,0.390
5.913000,0.1029,-0.0935,-0.3384,0.366
5.918000,0.0409,-0.0380,-0.2809,0.286
5.923000,-0.0090,-0.0381,-0.1788,0.183
5.932000,-0.0248,0.0005,-0.1071,0.110
5.933000,-0.0503,0.0187,-0.0587,0.080
5.937000,-0.0576,0.0107,-0.0320,0.067
5.947000,-0.0646,-0.0284,-0.0174,0.073
5.948000,-0.0167,-0.0450,0.0268,0.055
5.952000,0.0631,-0.0561,-0.0352,0.091
5.957000,0.1328,-0.1103,-0.1061,0.203
5.962000,0.1667,-0.1203,-0.1752,0.270
5.967000,0.1292,-0.1256,-0.1927,0.264
5.972000,0.0674,-0.0916,-0.1697,0.204
5.977000,0.0323,-0.0839,-0.1433,0.169
5.982000,-0.0284,-0.0333,-0.0720,0.084
5.986000,-0.0211,-0.0199,-0.0831,0.088
5.993000,-0.0152,-0.0469,-0.0384,0.062
5.998000,-0.0109,-0.0675,-0.0618,0.092
6.002000,0.0087,-0.0865,-0.0778,0.117
6.007000,-0.0277,-0.0670,-0.0343,0.080
6.014000,-0.0518,-0.0380,0.0338,0.073
6.017000,-0.0415,-0.0129,0.1500,0.156
6.022000,-0.0365,-0.0570,0.2284,0.238
6.032000,-0.0151,-0.0524,0.2372,0.243
6.033000,0.0120,-0.0412,0.1794,0.184
6.037000,0.0270,-0.0362,0.1315,0.139
6.042000,0.0089,-0.0028,0.0640,0.065
6.063000,-0.0220,0.0056,0.0326,0.040
6.064000,-0.0358,0.0178,-0.0009,0.040
6.065000,0.0112,0.0385,0.0514,0.065
6.065000,0.0191,0.0222,0.0630,0.069
6.066000,0.0344,-0.0106,0.0804,0.088
6.071000,0.0411,-0.0290,0.0692,0.086
6.076000,0.0133,-0.0712,0.0402,0.083
6.080000,0.0449,-0.0786,0.0103,0.091
6.086000,0.0699,-0.1049,0.0150,0.127
6.090000,0.0695,-0.0999,-0.0266,0.125
6.095000,0.0567,-0.0749,-0.0406,0.102
6.101000,0.0286,-0.0179,-0.0283,0.044
6.105000,-0.0431,0.0540,0.0954,0.118
6.111000,-0.0345,0.0419,0.1825,0.190
6.115000,-0.0236,0.0356,0.1405,0.147
6.120000,0.0098,-0.0112,0.0919,0.093
6.128000,0.0111,-0.0373,0.0401,0.056
6.130000,0.0373,-0.0507,0.0042,0.063
6.135000,0.0501,-0.0147,-0.0432,0.068
6.140000,0.0212,0.0310,-0.0950,0.102
6.146000,-0.0217,0.0530,-0.0845,0.102
6.150000,-0.0488,0.0668,-0.0207,0.085
6.155000,-0.0567,0.1016,0.0521,0.128
6.167000,-0.0499,0.0871,0.0709,0.123
6.168000,-0.0158,0.0651,-0.0115,0.068
6.171000,0.0408,0.0239,-0.0326,0.057
6.177000,0.0459,-0.0076,-0.1047,0.115
6.184000,0.0950,-0.0058,-0.1274,0.159
6.185000,0.0574,0.0017,-0.1013,0.116
6.189000,0.0309,0.0140,-0.0540,0.064
6.195000,-0.0111,0.0226,0.0071,0.026
6.199000,-0.0460,0.0526,0.0605,0.092
6.203000,-0.0803,0.0623,0.1384,0.172
6.210000,-0.0603,0.1088,0.1159,0.170
6.214000,-0.0908,0.1254,0.0544,0.164
6.220000,-0.0713,0.1527,0.0491,0.176
6.224000,-0.0221,0.1015,0.0131,0.105
6.228000,-0.0252,0.0877,0.0380,0.099
6.234000,0.0099,0.0431,0.0603,0.075
6.238000,0.0664,0.0486,0.0480,0.095
6.246000,0.0741,0.0361,0.0524,0.098
6.252000,0.0099,0.0449,0.0972,0.107
6.253000,-0.0143,0.0140,0.1095,0.111
6.260000,-0.0046,-0.0345,0.1337,0.138
6.263000,0.0121,-0.0722,0.1208,0.141
6.268000,-0.0354,-0.0883,0.1127,0.147
6.273000,-0.0824,-0.0166,0.1760,0.195
6.278000,-0.1304,0.0354,0.1971,0.239
6.283000,-0.1437,0.0617,0.1991,0.253
6.288000,-0.0838,0.0451,0.1654,0.191
6.294000,-0.0483,0.0107,0.1153,0.125
6.298000,-0.0583,0.0457,0.0395,0.084
6.303000,-0.0753,0.0437,-0.0060,0.087
6.308000,-0.0269,0.0384,0.0178,0.050
6.313000,-0.0350,0.0321,0.0438,0.065
6.318000,-0.0327,-0.0074,0.0481,0.059
6.323000,0.0467,-0.0606,0.0810,0.111
6.329000,0.0719,-0.0503,0.0221,0.090
6.333000,0.0682,-0.0626,0.0065,0.093
6.338000,0.0549,-0.0328,-0.0031,0.064
6.344000,0.0367,0.0087,-0.0185,0.042
6.348000,0.0590,0.0534,-0.0647,0.103
6.353000,0.0526,0.0693,-0.0725,0.113
6.357000,0.0204,0.0993,-0.0517,0.114
6.362000,0.0076,0.0730,-0.0287,0.079
6.367000,-0.0048,0.0280,0.0001,0.028
6.371000,0.0130,0.0067,0.0476,0.050
6.378000,0.0228,-0.0075,0.1161,0.119
6.382000,0.0221,0.0101,0.1626,0.164
6.387000,0.0143,0.0403,0.0912,0.101
6.393000,0.0541,0.0249,0.0584,0.083
6.399000,0.0678,-0.0105,0.0449,0.082
6.402000,0.0992,-0.0704,0.0659,0.138
6.407000,0.1184,-0.1023,0.1533,0.219
6.418000,0.1095,-0.0779,0.2078,0.247
6.419000,0.1238,-0.0537,0.1846,0.229
6.421000,0.0023,0.0379,0.1546,0.159
6.427000,-0.0961,0.0870,0.1128,0.172
6.431000,-0.1453,0.0751,-0.0046,0.164
6.436000,-0.1194,0.0772,-0.0902,0.168
6.441000,-0.0782,0.0684,-0.1562,0.188
6.446000,-0.0372,0.0308,-0.1598,0.167
6.451000,0.0419,-0.0517,-0.1397,0.155
6.455000,0.1076,-0.1055,-0.1767,0.232
6.463000,0.1304,-0.1078,-0.1778,0.245
6.467000,0.1294,-0.0518,-0.1587,0.211
6.471000,0.0832,-0.0483,-0.1516,0.180
6.478000,0.0814,-0.0270,-0.1552,0.177
6.481000,0.0750,-0.0152,-0.2015,0.216
6.485000,0.0913,-0.0116,-0.2331,0.251
6.490000,0.0936,-0.0281,-0.2158,0.237
6.496000,0.0652,-0.0325,-0.2010,0.214
6.503000,0.0407,-0.0440,-0.1162,0.131
6.505000,0.0330,-0.0805,-0.0441,0.098
6.513000,0.0349,-0.1053,-0.0165,0.112
6.515000,0.0415,-0.0793,0.0263,0.093
6.520000,0.0683,-0.0942,0.0710,0.136
6.525000,0.0888,-0.1365,0.0988,0.190
6.530000,0.0690,-0.1158,0.0681,0.151
6.535000,0.0268,-0.0950,0.0733,0.123
6.540000,0.0266,-0.0541,0.0655,0.089
6.545000,0.0146,-0.0263,0.0387,0.049
6.550000,0.0348,-0.0623,0.0395,0.082
6.555000,0.0569,-0.1352,0.0344,0.151
6.562000,0.0719,-0.1081,-0.0229,0.132
6.565000,0.0846,-0.0837,-0.0891,0.149
6.570000,0.0797,-0.0410,-0.0825,0.122
6.574000,0.0767,-0.0349,-0.1103,0.139
6.581000,0.0035,-0.0299,-0.0832,0.088
6.585000,-0.0668,-0.0405,-0.0113,0.079
6.590000,-0.0215,-0.1083,0.0172,0.112
6.596000,0.0579,-0.1227,0.0229,0.138
6.600000,0.0957,-0.1233,-0.0023,0.156
6.604000,0.0815,-0.1150,-0.0392,0.146
6.616000,0.1099,-0.1205,-0.1161,0.200
6.618000,0.1019,-0.0729,-0.1330,0.183
6.619000,0.0831,-0.0689,-0.1462,0.182
6.644000,0.0592,-0.0580,-0.0797,0.115
6.645000,0.0349,-0.0900,-0.0849,0.129
6.645000,0.0632,-0.1027,-0.1352,0.181
6.646000,0.0521,-0.0698,-0.1316,0.158
6.646000,0.0503,-0.0332,-0.1957,0.205
6.648000,0.0267,-0.0163,-0.1821,0.185
6.653000,0.0038,-0.0403,-0.1389,0.145
6.658000,-0.0042,-0.0456,-0.0699,0.084
6.664000,0.0324,-0.0880,0.0247,0.097
6.668000,0.0123,-0.0893,0.1303,0.158
6.673000,-0.0069,-0.0620,0.1875,0.198
6.679000,0.0107,-0.0432,0.2098,0.215
6.683000,0.0092,-0.0828,0.2011,0.218
6.688000,0.0387,-0.0584,0.1746,0.188
6.696000,0.0185,-0.0451,0.1519,0.160
6.698000,0.0071,-0.0311,0.0914,0.097
6.703000,0.0081,-0.0057,0.0480,0.049
6.708000,0.0450,-0.0331,0.0086,0.057
6.717000,0.0746,-0.0487,-0.0271,0.093
6.719000,0.0646,-0.0321,0.0041,0.072
6.744000,0.0293,-0.0275,0.0160,0.043
6.746000,0.0251,0.0209,0.0373,0.050
6.746000,-0.0361,0.0737,0.0572,0.100
6.747000,-0.0504,0.1222,0.0769,0.153
6.747000,-0.0881,0.1426,0.1095,0.200
6.747000,-0.0444,0.1127,0.1264,0.175
6.752000,0.0512,0.0293,0.0552,0.081
6.758000,0.1202,-0.0322,-0.0271,0.127
6.763000,0.0984,-0.0421,-0.0364,0.113
6.767000,0.0935,0.0007,-0.1382,0.167
6.772000,0.0449,0.0366,-0.2212,0.229
6.778000,0.0192,0.1024,-0.1742,0.203
6.783000,-0.0244,0.1086,-0.1358,0.176
6.787000,-0.0700,0.1279,-0.0217,0.147
6.791000,-0.0739,0.1659,0.0439,0.187
6.798000,-0.0552,0.0858,0.1041,0.146
6.802000,-0.0023,0.0382,0.1164,0.123
6.807000,0.0347,-0.0057,0.0443,0.057
6.815000,0.0406,-0.0424,-0.0534,0.079
6.818000,0.0640,-0.0290,-0.0281,0.076
6.823000,0.0941,-0.0161,0.0255,0.099
6.839000,0.0978,-0.0132,0.0490,0.110
6.840000,0.1242,-0.0358,0.0710,0.147
6.841000,0.1199,-0.0242,0.0430,0.130
6.842000,0.1056,-0.0583,-0.0169,0.122
6.850000,0.0974,-0.0413,-0.0928,0.141
6.852000,0.0686,-0.0208,-0.1525,0.169
6.857000,0.0372,0.0187,-0.1393,0.145
6.863000,0.0042,0.0593,-0.1689,0.179
6.866000,0.0099,0.0735,-0.1127,0.135
6.871000,-0.0009,0.0842,-0.0320,0.090
6.876000,-0.0473,0.1092,0.0433,0.127
6.881000,-0.0972,0.1258,0.0455,0.165
6.886000,-0.0844,0.1037,0.0833,0.158
6.891000,-0.0407,0.0612,0.1184,0.139
6.896000,-0.0248,0.0329,0.1616,0.167
6.901000,-0.0410,0.0605,0.2007,0.214
6.906000,-0.0092,0.0411,0.2538,0.257
6.912000,0.0284,0.0629,0.2958,0.304
6.916000,0.0198,0.0349,0.3112,0.314
6.920000,0.0547,-0.0154,0.3135,0.319
6.925000,0.0520,0.0237,0.3263,0.331
6.934000,0.0069,0.0392,0.3200,0.322
6.936000,0.0267,0.0691,0.2864,0.296
6.940000,0.0162,0.0585,0.2471,0.254
6.954000,0.0199,0.0066,0.2295,0.230
6.955000,0.0434,0.0121,0.1741,0.180
6.957000,0.0390,0.0107,0.0704,0.081
6.961000,0.0221,-0.0126,-0.0301,0.039
6.964000,-0.0265,0.0083,-0.1499,0.152
6.969000,-0.0403,0.0294,-0.1618,0.169
6.974000,-0.0627,0.0584,-0.1522,0.175
6.980000,-0.0334,0.0629,-0.1142,0.135
6.984000,-0.0204,0.0491,-0.1406,0.150
6.990000,-0.0235,0.0101,-0.0920,0.095
6.995000,-0.0126,-0.0481,0.0144,0.052
7.000000,-0.0085,-0.0556,0.0214,0.060
7.004000,-0.0140,-0.0083,0.0628,0.065
7.011000,-0.0254,-0.0280,0.0243,0.045
7.015000,-0.0468,-0.0562,0.0300,0.079
7.019000,-0.0425,-0.0183,-0.0260,0.053
7.024000,0.0253,-0.0334,-0.1339,0.140
7.030000,0.0253,-0.0750,-0.2064,0.221
7.034000,0.0104,-0.0715,-0.3222,0.330
7.040000,-0.0112,-0.0694,-0.3539,0.361
7.045000,-0.0230,-0.0412,-0.3866,0.389
7.049000,-0.0358,0.0093,-0.3287,0.331
7.054000,-0.0437,-0.0000,-0.2880,0.291
7.058000,-0.0788,-0.0485,-0.2108,0.230
7.064000,-0.0554,-0.0565,-0.1995,0.215
7.068000,0.0155,-0.0753,-0.1670,0.184
7.073000,0.0639,-0.0803,-0.1585,0.189
7.082000,0.0793,-0.0943,-0.1406,0.187
7.084000,0.0931,-0.0958,-0.1002,0.167
7.088000,0.0841,-0.1334,-0.0851,0.179
7.098000,0.0499,-0.1668,-0.1378,0.222
7.099000,0.0604,-0.1065,-0.1556,0.198
7.103000,-0.0080,-0.0447,-0.1554,0.162
7.108000,-0.0685,-0.0049,-0.1896,0.202
7.113000,-0.1131,0.0143,-0.1642,0.200
7.118000,-0.0675,0.0075,-0.1936,0.205
7.123000,-0.0264,-0.0250,-0.2524,0.255
7.128000,-0.0492,-0.0235,-0.3013,0.306
7.133000,-0.0417,-0.0284,-0.2251,0.231
7.137000,-0.0212,-0.0826,-0.1425,0.166
7.143000,0.0215,-0.1312,-0.1425,0.195
7.148000,0.0612,-0.1908,-0.1914,0.277
7.153000,0.0724,-0.1686,-0.2291,0.294
7.158000,0.0114,-0.1244,-0.2416,0.272
7.164000,0.0074,-0.0629,-0.2421,0.250
7.168000,0.0364,-0.0617,-0.1963,0.209
7.172000,0.0699,-0.1061,-0.0878,0.154
7.184000,0.0818,-0.1268,0.0447,0.157
7.186000,0.1112,-0.0851,0.1963,0.241
7.189000,0.0787,-0.0613,0.2873,0.304
7.193000,0.0499,-0.0340,0.3088,0.315
7.207000,-0.0225,0.0244,0.3704,0.372
7.208000,-0.0254,0.0491,0.3200,0.325
7.208000,-0.0592,0.0133,0.3151,0.321
7.214000,-0.0249,0.0004,0.2770,0.278
7.217000,0.0505,-0.0242,0.1882,0.196
7.221000,0.0787,-0.0246,0.0895,0.122
7.227000,0.0923,-0.0628,0.0474,0.121
7.231000,0.0617,-0.0840,0.0899,0.138
7.236000,0.0349,-0.0503,0.1879,0.198
7.242000,0.0097,-0.0087,0.1865,0.187
7.247000,-0.0140,-0.0038,0.2290,0.229
7.251000,-0.0419,-0.0196,0.2889,0.293
7.257000,-0.1144,0.0067,0.2546,0.279
7.263000,-0.1491,0.0141,0.2762,0.314
7.267000,-0.1095,0.0230,0.2537,0.277
7.271000,-0.0978,0.0314,0.2151,0.238
7.277000,-0.0329,0.0583,0.1299,0.146
7.282000,-0.0012,0.0569,0.0279,0.063
7.287000,0.0305,0.0398,-0.0745,0.090
7.291000,-0.0031,0.0491,-0.1320,0.141
7.302000,-0.0079,0.0220,-0.2092,0.211
7.303000,0.0083,0.0280,-0.2572,0.259
7.308000,-0.0139,0.0359,-0.2122,0.216
7.327000,-0.0230,0.0834,-0.0975,0.130
7.328000,-0.0699,0.1268,0.0043,0.145
7.328000,-0.1076,0.1500,0.1065,0.213
7.329000,-0.1276,0.1328,0.1852,0.261
7.330000,-0.1323,0.0922,0.2324,0.283
7.335000,-0.1126,0.0316,0.1854,0.219
7.340000,-0.0736,0.0016,0.0960,0.121
7.345000,-0.0273,0.0104,0.0097,0.031
7.350000,0.0270,0.0069,-0.0391,0.048
7.355000,0.0405,0.0615,-0.0970,0.122
7.362000,0.0527,0.0526,-0.1865,0.201
7.365000,0.0731,0.0748,-0.2478,0.269
