time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
68.307000,-16.4711,16.3609,1.7546,23.282
68.312000,-27.7361,19.6978,-32.1359,46.798
68.317000,-37.2158,31.4119,-6.4392,49.124
68.322000,-18.1915,31.5437,1.5003,36.444
68.327000,8.5022,31.5850,-25.5048,41.478
68.332000,32.6225,31.7133,-28.5666,53.722
68.337000,38.7712,31.7681,10.1086,51.133
68.342000,26.1900,20.6601,-29.7616,44.705
68.347000,7.0106,-12.3865,-33.4879,36.387
68.352000,-21.2788,-26.9657,4.8581,34.692
68.357000,-32.0482,-38.2421,12.5517,51.450
68.362000,-15.0228,-31.9527,-33.3247,48.551
68.367000,4.4212,-7.7397,11.1146,14.247
68.372000,21.4467,1.5518,14.2989,25.823
68.377000,27.9341,3.5588,-26.4756,38.651
68.382000,29.9607,-0.1058,-14.0548,33.094
68.389000,26.7602,-8.8045,1.8371,28.231
68.397000,15.5869,-18.3457,-7.3513,25.171
68.398000,3.6536,-23.3668,-10.7269,25.970
68.413000,-2.3577,-23.4776,-6.3361,24.432
68.415000,-0.6302,-21.1762,-4.3869,21.635
68.416000,4.3099,-15.7731,-2.6089,16.558
68.417000,7.5553,-8.8171,-0.4888,11.622
68.424000,7.7542,-3.4941,-1.2452,8.596
68.427000,5.0543,-2.4882,-2.1315,6.023
68.432000,0.7436,-6.4670,-1.6192,6.708
68.436000,-3.6888,-12.0294,-1.3575,12.655
68.442000,-7.4581,-14.7380,-0.6442,16.530
68.446000,-9.1042,-12.9791,-0.3191,15.857
68.451000,-7.6485,-8.2282,0.0831,11.234
68.456000,-4.6820,-3.6317,1.5151,6.116
68.461000,-2.4675,-0.7916,3.0972,4.038
68.465000,-1.5143,0.4402,4.0905,4.384
68.471000,-0.8341,0.5398,5.3057,5.398
68.475000,0.1261,0.0761,6.2095,6.211
68.481000,0.5789,-0.2223,5.0361,5.074
68.486000,-0.3397,-0.0148,2.5176,2.540
68.490000,-2.6844,0.6707,0.2186,2.776
68.495000,-5.7668,1.8873,-1.3686,6.220
68.500000,-8.5339,3.8310,-2.7833,9.760
68.505000,-10.1939,6.2520,-3.3968,12.431
68.511000,-10.3165,8.8660,-3.2332,13.982
68.515000,-9.5212,11.2306,-4.0129,15.260
68.529000,-8.4564,13.3509,-4.6910,16.485
68.530000,-7.0210,15.0106,-3.9443,17.034
68.531000,-5.0082,15.5881,-3.2025,16.683
68.536000,-2.7243,14.5614,-2.4854,15.021
68.540000,-0.6888,12.0577,-1.5793,12.180
68.544000,0.7165,8.8511,-1.6540,9.033
68.550000,1.2614,5.7327,-1.5224,6.064
68.556000,1.2974,2.8778,-0.6301,3.219
68.560000,1.3918,-0.0841,0.0409,1.395
68.565000,1.5322,-2.9914,0.4393,3.390
68.570000,1.3145,-5.1676,0.5544,5.361
68.574000,0.6836,-5.8892,0.3789,5.941
68.579000,-0.0198,-4.9901,-0.0633,4.991
68.584000,-0.1406,-3.3179,-0.0789,3.322
68.590000,0.5751,-2.3133,0.4404,2.424
68.594000,1.4368,-2.1724,0.5025,2.653
68.599000,1.9283,-2.0730,-0.1311,2.834
68.605000,2.1483,-1.4555,-0.4301,2.630
68.609000,2.4124,-0.5209,-1.1641,2.729
68.614000,2.5688,0.4372,-1.9873,3.277
68.630000,2.4062,1.1697,-2.5936,3.726
68.632000,1.8320,1.5668,-2.8293,3.717
68.633000,0.9876,1.5642,-2.6807,3.257
68.635000,0.1805,1.3607,-2.3909,2.757
68.655000,-0.5987,1.4340,-2.0114,2.542
68.656000,-1.0747,1.9093,-1.8578,2.873
68.657000,-1.3277,2.3100,-1.9661,3.311
68.657000,-1.3850,2.1277,-1.7779,3.099
68.658000,-1.4095,1.3848,-1.6391,2.567
68.663000,-1.4785,0.4059,-1.8485,2.402
68.669000,-1.5742,-0.2647,-2.4069,2.888
68.673000,-1.7504,-0.3059,-3.3559,3.797
68.679000,-1.7778,0.0393,-4.0451,4.419
68.684000,-1.5308,0.3193,-3.7660,4.078
68.688000,-1.1305,-0.0183,-2.8286,3.046
68.694000,-0.7913,-0.8636,-2.2375,2.526
68.698000,-0.6718,-1.4810,-2.5541,3.028
68.703000,-0.9852,-1.4071,-3.9781,4.333
68.708000,-1.2579,-0.5324,-5.4795,5.647
68.712000,-0.6181,0.6387,-6.0011,6.067
68.718000,0.7513,1.6682,-5.7809,6.063
68.725000,2.0756,2.2865,-5.6589,6.447
68.728000,2.6782,2.7222,-6.1244,7.217
68.733000,2.6619,3.2818,-6.5631,7.806
68.738000,2.3652,3.7261,-6.7359,8.053
68.743000,2.0935,3.8961,-6.9399,8.229
68.747000,1.9444,4.1040,-6.9386,8.293
68.758000,2.0851,4.4480,-7.4567,8.929
68.759000,2.2900,4.8596,-8.4630,10.024
68.763000,2.4870,5.3246,-9.0538,10.794
68.768000,2.6892,5.8231,-8.8840,10.957
68.779000,2.8098,6.2658,-8.1215,10.636
68.780000,2.6078,6.5790,-7.4234,10.256
68.782000,2.2164,6.8827,-7.1839,10.193
68.787000,1.8282,7.2786,-7.2963,10.467
68.792000,1.7078,7.7155,-7.6678,11.011
68.796000,1.9119,8.1091,-7.7953,11.410
68.802000,2.3381,8.3859,-7.1800,11.285
68.806000,2.8462,8.4019,-5.8990,10.653
68.812000,3.1068,8.2153,-4.3440,9.799
68.817000,2.9804,7.8933,-3.1828,9.018
68.822000,2.4878,7.4000,-2.2848,8.134
68.828000,1.8933,6.6323,-1.3780,7.034
68.831000,1.4383,5.5767,-0.5494,5.785
68.836000,1.1215,4.2832,0.0690,4.428
68.841000,0.7423,2.9594,0.6522,3.120
68.846000,0.2833,1.7287,1.1418,2.091
68.851000,-0.0553,0.5864,2.1923,2.270
68.856000,-0.2691,-0.6021,3.1846,3.252
68.862000,-0.6038,-2.0499,4.5938,5.067
68.866000,-1.3122,-3.6705,5.8782,7.053
68.880000,-2.2975,-5.7348,6.1982,8.751
68.881000,-3.3489,-8.0730,6.1353,10.679
68.881000,-4.3770,-10.1993,6.1638,12.696
68.886000,-5.1146,-11.5493,6.1926,14.067
68.890000,-5.6847,-11.7030,5.7384,14.220
68.895000,-5.6010,-10.6114,5.2381,13.092
68.901000,-4.3955,-8.6730,4.6216,10.766
68.906000,-2.5796,-6.3416,4.0673,7.963
68.910000,-0.6877,-4.2774,3.4535,5.540
68.915000,0.9722,-3.0285,2.4664,4.025
68.920000,2.2469,-2.7224,1.8526,3.987
68.925000,2.8155,-3.2446,2.1671,4.811
68.930000,2.6484,-4.3995,2.5759,5.745
68.936000,1.7161,-5.5718,2.5871,6.378
68.940000,0.5289,-6.3972,2.3714,6.843
68.945000,-0.2081,-6.8406,2.3615,7.240
68.950000,-0.3721,-6.9377,2.6725,7.444
68.955000,-0.2267,-6.8959,3.0249,7.534
68.960000,-0.1457,-6.7825,3.3995,7.588
68.965000,-0.4498,-6.6136,3.7359,7.609
68.972000,-0.9731,-6.4477,4.0823,7.693
68.975000,-1.4995,-6.2765,4.3402,7.777
68.980000,-1.7592,-6.0879,4.6091,7.836
68.984000,-1.8846,-6.1662,4.6832,7.969
68.992000,-2.0760,-6.6629,4.4798,8.293
68.995000,-2.1819,-7.3296,4.1949,8.722
68.999000,-2.0354,-7.8338,3.9850,9.022
69.016000,-1.5496,-8.1347,3.9986,9.196
69.017000,-0.8568,-8.3436,4.4597,9.499
69.018000,-0.4063,-8.6051,4.6934,9.810
69.022000,-0.3742,-9.0343,4.3224,10.022
69.024000,-0.4239,-9.3526,3.5857,10.025
69.029000,-0.1947,-9.0940,3.1459,9.625
69.034000,0.5052,-8.4544,3.2203,9.061
69.039000,1.3681,-7.8255,3.3330,8.615
69.044000,1.8623,-7.4620,3.3376,8.384
69.049000,1.8101,-7.5921,3.5045,8.556
69.053000,1.3803,-8.0203,3.6072,8.902
69.059000,0.7036,-8.3469,3.4958,9.077
69.063000,-0.2188,-8.4848,3.8869,9.335
69.069000,-1.2167,-8.5499,4.4697,9.724
69.073000,-1.9349,-8.9290,5.3661,10.596
69.078000,-1.7507,-10.4396,4.4250,11.473
69.083000,-1.4069,-12.7052,3.5374,13.263
69.088000,-0.9325,-14.8521,2.1566,15.037
69.093000,-2.2575,-11.1783,6.1123,12.939
69.098000,-4.9207,-2.0556,7.1626,8.930
69.107000,-6.5271,5.4839,9.4029,12.692
69.110000,-6.6867,11.0227,8.8641,15.646
69.114000,-7.1744,16.2636,1.1451,17.813
69.119000,-4.9778,18.0698,2.1715,18.868
69.135000,1.7147,12.7615,10.6823,16.730
69.136000,7.7274,3.4745,11.1909,14.036
69.137000,8.5222,-1.4443,6.2429,10.662
69.138000,4.9400,1.7936,-0.8263,5.320
69.142000,0.8863,10.1225,-1.8512,10.328
69.147000,0.3505,17.7702,1.9577,17.881
69.153000,2.7155,20.2504,3.9124,20.803
69.157000,4.2048,16.9134,2.8173,17.655
69.163000,3.3810,11.7152,1.4819,12.283
69.167000,0.7864,9.4000,-0.2989,9.438
69.172000,-2.2993,10.2066,-1.7022,10.600
69.178000,-4.4339,11.8345,-2.7622,12.936
69.182000,-4.1819,12.0330,-4.4950,13.509
69.188000,-1.5136,10.1239,-5.5287,11.634
69.193000,1.7524,7.1693,-6.2710,9.685
69.197000,3.5704,4.8426,-7.5336,9.641
69.202000,3.4749,3.5335,-9.1681,10.422
69.207000,2.1253,2.3801,-11.5021,11.936
69.212000,0.7528,0.7448,-12.8568,12.900
69.217000,0.3339,-1.3800,-13.1956,13.272
69.224000,0.5893,-3.3327,-13.5028,13.920
69.228000,0.5046,-4.3379,-14.0177,14.682
69.232000,-0.2012,-4.2581,-13.6792,14.328
69.243000,-1.1533,-3.2969,-12.4300,12.911
69.244000,-1.9603,-1.8403,-11.1879,11.506
69.247000,-2.3420,-0.4305,-10.3413,10.612
69.251000,-2.2643,0.5394,-9.8643,10.135
69.264000,-2.0493,1.0367,-9.3149,9.594
69.266000,-1.9170,1.4235,-8.7164,9.038
69.267000,-1.9180,2.1690,-8.0899,8.592
69.273000,-1.8058,3.2526,-7.1733,8.081
69.276000,-1.4421,4.2977,-6.3179,7.776
69.282000,-1.0533,5.2532,-5.7459,7.856
69.286000,-0.9228,6.0705,-5.2338,8.068
69.291000,-0.9720,6.6378,-4.4944,8.075
69.296000,-1.0827,6.9436,-3.6950,7.940
69.302000,-1.1660,7.0032,-3.0454,7.725
69.306000,-1.1534,6.7938,-2.4549,7.315
69.312000,-0.9555,6.4144,-1.8750,6.751
69.315000,-0.6306,6.0268,-1.3556,6.209
69.322000,-0.2330,5.6405,-0.8549,5.710
69.325000,0.1492,5.2055,-0.4934,5.231
69.330000,0.3978,4.7160,-0.1392,4.735
69.335000,0.4025,4.1073,0.1438,4.129
69.340000,0.2800,3.3951,0.4169,3.432
69.345000,0.2106,2.6670,0.7115,2.768
69.350000,0.3433,1.9232,0.9237,2.161
69.364000,0.5567,1.0001,0.9392,1.481
69.364000,0.7604,-0.0243,1.0582,1.303
69.365000,1.0011,-0.9488,1.2358,1.852
69.370000,1.2318,-1.6494,1.3734,2.475
69.374000,1.3006,-2.1429,1.4822,2.912
69.380000,1.0564,-2.5646,1.5530,3.179
69.385000,0.6564,-2.9777,1.5646,3.427
69.390000,0.2022,-3.3789,1.6281,3.756
69.394000,-0.1642,-3.7763,1.7475,4.164
69.399000,-0.4223,-4.1601,1.9544,4.616
69.404000,-0.6607,-4.5556,2.1406,5.077
69.409000,-0.9051,-4.8694,2.2961,5.459
69.414000,-1.0896,-5.0848,2.4343,5.742
69.420000,-1.3574,-5.2532,2.6727,6.048
69.425000,-1.6426,-5.4202,2.8366,6.334
69.429000,-2.0106,-5.5858,3.0484,6.674
69.434000,-2.2698,-5.7103,3.0621,6.866
69.439000,-2.4298,-5.8717,3.0081,7.031
69.444000,-2.4344,-6.0113,2.9490,7.124
69.449000,-2.3624,-6.0753,2.8466,7.113
69.454000,-2.2200,-6.0518,2.7920,7.025
69.459000,-1.9707,-5.9528,2.6682,6.815
69.464000,-1.4713,-5.8981,2.6007,6.612
69.469000,-0.7391,-5.8697,2.5688,6.450
69.474000,-0.0361,-5.9370,2.3812,6.397
69.479000,0.4297,-5.9566,2.0927,6.328
69.483000,0.4977,-5.9524,2.0248,6.307
69.491000,0.3995,-5.8349,1.4943,6.036
69.497000,0.2566,-5.6235,1.1540,5.746
69.499000,0.2186,-5.4870,1.0167,5.585
69.515000,0.1483,-5.3535,0.9124,5.433
69.516000,-0.0789,-5.1180,0.9044,5.198
69.517000,-0.4311,-4.8654,0.8216,4.953
69.518000,-0.7765,-4.6292,0.7634,4.756
69.523000,-1.0150,-4.4241,0.7243,4.596
69.528000,-1.2257,-4.1975,0.6991,4.428
69.533000,-1.7008,-3.7571,0.9860,4.240
69.539000,-2.3458,-2.8758,1.5185,4.010
69.543000,-2.6806,-1.9857,1.9662,3.872
69.548000,-2.6848,-0.9781,1.9496,3.459
69.553000,-2.7698,0.5577,1.9385,3.426
69.558000,-2.9716,2.1332,2.2625,4.301
69.563000,-3.2325,3.2650,2.4227,5.194
69.567000,-3.5548,3.9754,2.5010,5.890
69.573000,-3.7523,4.3966,2.3113,6.225
69.577000,-3.7185,4.6737,1.7085,6.212
69.582000,-3.3065,4.8403,1.0800,5.961
69.591000,-2.2364,4.7627,0.6182,5.298
69.592000,-0.5849,4.3194,0.0982,4.360
69.598000,1.2089,3.6639,-0.4465,3.884
69.602000,2.7969,3.1682,-0.9670,4.335
69.618000,3.9686,2.8562,-1.4975,5.114
69.621000,4.8117,2.7635,-1.9689,5.888
69.621000,5.2897,2.6636,-2.8660,6.579
69.622000,5.1188,2.7833,-3.3550,6.723
69.627000,4.4554,3.2285,-3.6963,6.628
69.631000,3.7284,3.8562,-3.8752,6.617
69.637000,3.0349,4.5002,-3.4251,6.418
69.642000,2.5353,5.0771,-2.9560,6.399
69.647000,2.0418,5.8221,-2.4941,6.655
69.651000,1.5235,6.4432,-2.6073,7.116
69.657000,1.2653,6.5951,-2.8252,7.285
69.661000,1.5217,6.4877,-2.8641,7.253
69.666000,2.2762,6.3607,-2.7682,7.301
69.672000,3.2581,6.1484,-2.6857,7.459
69.676000,3.9327,5.7612,-2.7446,7.496
69.681000,4.0591,5.2173,-2.8253,7.189
69.686000,3.7682,4.5119,-2.9196,6.564
69.698000,3.2761,3.7433,-2.9042,5.760
69.699000,2.7256,3.0432,-2.8810,4.999
69.701000,2.1709,2.4210,-2.8712,4.338
69.720000,1.5977,1.8490,-2.8812,3.778
69.721000,1.2368,1.3140,-2.8765,3.396
69.722000,0.9589,0.8242,-2.7364,3.014
69.722000,0.7050,0.4801,-2.6797,2.812
69.725000,0.5534,0.1812,-2.5664,2.632
69.731000,0.4139,-0.0211,-2.3796,2.415
69.735000,0.2022,-0.1614,-2.1827,2.198
69.740000,-0.1502,-0.2528,-1.8703,1.893
69.746000,-0.5038,-0.3396,-1.5129,1.630
69.751000,-0.8672,-0.4490,-1.0637,1.444
69.755000,-1.2710,-0.5403,-0.6887,1.543
69.760000,-1.7609,-0.6194,-0.2082,1.878
69.765000,-2.2897,-0.6731,0.1973,2.395
69.770000,-2.8273,-0.7347,0.5370,2.970
69.775000,-3.1861,-0.7685,0.8856,3.395
69.780000,-3.2475,-0.8676,1.1993,3.569
69.785000,-3.0771,-1.0571,1.4902,3.579
69.790000,-2.7695,-1.2198,1.6966,3.469
69.795000,-2.4080,-1.3270,1.8399,3.308
69.800000,-2.0817,-1.4553,1.8500,3.142
69.806000,-1.7788,-1.5771,1.7104,2.929
69.810000,-1.4665,-1.6159,1.6912,2.761
69.815000,-1.1798,-1.6377,1.6382,2.600
69.820000,-0.8825,-1.5909,1.6265,2.440
69.827000,-0.6815,-1.6311,1.5800,2.371
69.829000,-0.5174,-1.6659,1.5653,2.344
69.834000,-0.4486,-1.6441,1.6388,2.364
69.848000,-0.4628,-1.5166,1.7063,2.329
69.849000,-0.5348,-1.2442,1.7983,2.251
69.850000,-0.7063,-0.9453,1.9298,2.262
69.854000,-0.7808,-0.6643,2.0996,2.336
69.860000,-0.7232,-0.4811,2.3005,2.459
69.864000,-0.6612,-0.1997,2.3808,2.479
69.869000,-0.6014,0.2646,2.3644,2.454
69.875000,-0.5318,0.9201,2.3941,2.619
69.880000,-0.2712,1.6517,2.4444,2.963
69.883000,0.1011,2.3076,2.4979,3.402
69.889000,0.7088,2.8280,2.4956,3.838
69.893000,1.4856,3.1509,2.4197,4.241
69.898000,2.2565,3.2874,2.1779,4.543
69.903000,2.9877,3.1957,1.9232,4.779
69.908000,3.5586,2.9298,1.5644,4.868
69.913000,3.9370,2.6202,1.1338,4.863
69.918000,3.9297,2.2155,0.7532,4.574
69.923000,3.5216,1.7887,0.4393,3.974
69.928000,2.7096,1.3781,0.2228,3.048
69.933000,1.8383,1.0303,0.1468,2.112
69.941000,1.0446,0.7834,0.1905,1.320
69.943000,0.2594,0.7437,0.2213,0.818
69.948000,-0.3353,0.7675,0.2523,0.875
69.971000,-0.6764,0.7696,0.2487,1.054
69.972000,-0.7777,0.8556,0.0757,1.159
69.972000,-0.6305,0.9223,-0.2826,1.152
69.973000,-0.3174,0.9697,-0.5094,1.140
69.973000,0.0548,0.9323,-0.5798,1.099
69.979000,0.4117,0.7907,-0.6749,1.118
69.983000,0.6259,0.5955,-0.6393,1.075
69.988000,0.5832,0.4303,-0.5819,0.929
69.992000,0.1933,0.5006,-0.4262,0.685
69.997000,-0.2712,0.6879,-0.2582,0.783
70.003000,-0.4346,0.7553,-0.1530,0.885
70.007000,-0.3794,0.5941,-0.0362,0.706
70.013000,-0.2968,0.2931,0.0276,0.418
70.017000,-0.1807,-0.0542,-0.0151,0.189
70.022000,-0.0368,-0.3068,-0.3134,0.440
70.027000,0.0644,-0.2652,-0.5759,0.637
70.031000,0.1305,0.0034,-0.8542,0.864
70.037000,0.1790,0.2020,-1.0769,1.110
70.042000,0.1610,0.1419,-1.0483,1.070
70.047000,-0.0295,0.0276,-1.0485,1.049
70.052000,-0.4222,-0.1106,-1.0843,1.169
70.057000,-0.8743,-0.2167,-1.0624,1.393
70.061000,-1.3543,-0.3156,-1.1299,1.792
70.066000,-1.6677,-0.3642,-1.1116,2.037
70.077000,-1.6984,-0.4857,-0.9946,2.027
70.078000,-1.5196,-0.6141,-0.8350,1.839
70.082000,-1.3416,-0.6191,-0.6866,1.629
70.100000,-1.1188,-0.6970,-0.5720,1.437
70.100000,-0.9324,-0.6708,-0.4336,1.228
70.101000,-0.6784,-0.5201,-0.2821,0.900
70.101000,-0.3235,-0.3742,-0.1520,0.517
70.106000,0.0626,-0.2355,-0.1483,0.285
70.112000,0.3553,-0.0585,-0.0881,0.371
70.116000,0.6453,0.0802,0.1290,0.663
70.122000,0.9661,0.1747,0.3318,1.036
70.126000,1.2794,0.3039,0.4367,1.386
70.131000,1.4715,0.5023,0.6051,1.668
70.136000,1.4596,0.7602,0.6137,1.756
70.141000,1.3159,0.9567,0.5644,1.722
70.145000,1.1557,0.9904,0.4293,1.581
70.150000,0.8597,0.9093,0.3341,1.295
70.156000,0.5076,0.9037,0.3002,1.079
70.160000,0.1724,0.8169,0.4160,0.933
70.165000,-0.0383,0.7089,0.5285,0.885
70.173000,-0.2247,0.6166,0.6471,0.922
70.175000,-0.3772,0.5114,0.6587,0.915
70.180000,-0.4657,0.4100,0.6826,0.922
70.185000,-0.4918,0.3028,0.6853,0.896
70.194000,-0.5249,0.1743,0.7029,0.894
70.196000,-0.5355,0.0903,0.7806,0.951
70.201000,-0.5033,0.0950,0.9186,1.052
70.205000,-0.5016,0.0270,1.0141,1.132
70.209000,-0.5001,0.0358,1.1317,1.238
70.215000,-0.5084,0.0302,1.3106,1.406
70.220000,-0.5752,0.0392,1.4349,1.546
70.225000,-0.6010,0.1271,1.6028,1.716
70.229000,-0.6276,0.1553,1.7811,1.895
70.234000,-0.5915,0.1920,1.7558,1.863
70.240000,-0.5837,0.2168,1.5524,1.673
70.244000,-0.6154,0.3900,1.3392,1.525
70.249000,-0.5659,0.7220,1.1746,1.490
70.254000,-0.3588,0.9677,1.0274,1.456
70.259000,-0.0515,0.9213,0.9059,1.293
70.263000,0.1945,0.7101,0.6869,1.007
70.269000,0.2719,0.3976,0.4113,0.633
70.274000,0.3230,0.2936,0.1520,0.462
70.279000,0.3618,0.4946,-0.0521,0.615
70.284000,0.4658,0.7205,-0.1005,0.864
70.297000,0.6220,0.8313,-0.2385,1.065
70.300000,0.7278,0.8069,-0.2556,1.116
70.301000,0.7568,0.6390,-0.3410,1.048
70.332000,0.7116,0.4547,-0.4215,0.944
70.334000,0.5992,0.3518,-0.4028,0.803
70.335000,0.4603,0.2742,-0.3173,0.623
70.335000,0.3478,0.2421,-0.2394,0.487
70.336000,0.2521,0.2376,-0.0970,0.360
70.336000,0.0885,0.2462,-0.0205,0.262
70.336000,-0.0655,0.2763,0.0895,0.298
70.339000,-0.1666,0.3052,0.1611,0.383
70.344000,-0.1984,0.3784,0.1993,0.471
70.349000,-0.1897,0.4586,0.2925,0.576
70.353000,-0.1462,0.4623,0.3248,0.584
70.360000,-0.0574,0.4576,0.3597,0.585
70.364000,-0.0547,0.4481,0.3551,0.574
70.369000,-0.0163,0.4650,0.2454,0.526
70.373000,-0.0247,0.4962,0.2351,0.550
70.378000,-0.0465,0.5489,0.2379,0.600
70.382000,-0.0005,0.5729,0.3112,0.652
70.388000,0.0511,0.4977,0.3176,0.593
70.392000,0.0850,0.4548,0.3374,0.573
70.398000,0.0483,0.4240,0.3836,0.574
70.402000,0.0907,0.3801,0.4360,0.585
70.407000,0.1196,0.3507,0.4517,0.584
70.413000,0.1234,0.3094,0.4892,0.592
70.417000,0.1606,0.2968,0.5556,0.650
70.430000,0.2001,0.2760,0.5684,0.663
70.431000,0.1918,0.2732,0.6164,0.701
70.432000,0.1622,0.2788,0.6599,0.735
70.438000,0.1157,0.2546,0.6692,0.725
70.442000,0.0469,0.2520,0.6656,0.713
70.447000,-0.0014,0.3044,0.7223,0.784
70.451000,-0.0556,0.3149,0.7471,0.813
70.457000,-0.0917,0.3303,0.7532,0.828
70.461000,-0.0631,0.3087,0.7179,0.784
70.466000,-0.0392,0.3302,0.6317,0.714
70.472000,-0.0404,0.3636,0.5817,0.687
70.477000,-0.0896,0.4258,0.5153,0.674
70.482000,-0.0562,0.4831,0.4873,0.688
70.486000,0.0083,0.4423,0.3999,0.596
70.492000,0.0393,0.3789,0.2244,0.442
70.497000,0.0214,0.3682,0.0515,0.372
70.501000,-0.0337,0.4758,-0.0925,0.486
70.507000,0.0306,0.5726,-0.1539,0.594
70.512000,0.0874,0.5557,-0.1856,0.592
70.516000,0.1033,0.4287,-0.2197,0.493
70.523000,0.1109,0.3068,-0.1928,0.379
70.526000,0.1089,0.2459,-0.2092,0.341
70.531000,0.1082,0.2616,-0.2054,0.350
70.536000,0.0918,0.2749,-0.1538,0.328
70.541000,0.0970,0.3383,-0.1252,0.374
70.546000,0.0484,0.3371,-0.0691,0.348
70.550000,-0.0095,0.3132,-0.0431,0.316
70.562000,-0.0544,0.3276,-0.0255,0.333
70.564000,-0.0419,0.3969,0.0589,0.403
70.566000,-0.0617,0.3945,0.0201,0.400
70.593000,-0.0406,0.4004,0.0746,0.409
70.594000,-0.0208,0.4170,0.0656,0.423
70.594000,-0.0164,0.4539,0.0806,0.461
70.595000,0.0036,0.4717,-0.0455,0.474
70.595000,0.0306,0.4751,-0.1036,0.487
70.595000,0.0931,0.5119,-0.1486,0.541
70.601000,0.1746,0.5032,-0.1938,0.567
70.605000,0.2775,0.4754,-0.2258,0.595
70.610000,0.3075,0.4333,-0.2914,0.606
70.616000,0.2381,0.4199,-0.3177,0.578
70.620000,0.1460,0.4662,-0.3633,0.609
70.624000,0.1197,0.4778,-0.3206,0.588
70.630000,0.1029,0.4559,-0.2126,0.513
70.635000,0.0265,0.4244,-0.1670,0.457
70.641000,0.0208,0.3725,-0.1611,0.406
70.645000,0.0475,0.3387,-0.1158,0.361
70.649000,0.1230,0.2941,-0.0659,0.326
70.654000,0.1473,0.3034,-0.0124,0.337
70.660000,0.1322,0.3043,0.0290,0.333
70.664000,0.1770,0.3088,0.0944,0.368
70.669000,0.1955,0.3228,0.1561,0.408
70.674000,0.1639,0.3643,0.1473,0.426
70.679000,0.1599,0.3759,0.1996,0.455
70.684000,0.1345,0.3743,0.2614,0.476
70.698000,0.0791,0.3357,0.3484,0.490
70.699000,0.0525,0.3091,0.3708,0.486
70.699000,0.0153,0.2814,0.3194,0.426
70.723000,0.0198,0.3291,0.2467,0.412
70.723000,0.0185,0.4137,0.1442,0.439
70.724000,0.0051,0.4863,0.0464,0.489
70.724000,-0.0022,0.5134,0.0218,0.514
70.724000,-0.0048,0.4487,0.0208,0.449
70.729000,-0.0001,0.4084,-0.0479,0.411
70.734000,0.0258,0.4158,-0.0780,0.424
70.738000,0.0409,0.4410,-0.1650,0.473
70.744000,0.1199,0.4315,-0.2134,0.496
70.748000,0.1481,0.3176,-0.2210,0.414
70.753000,0.1928,0.1964,-0.2157,0.350
70.758000,0.1873,0.1082,-0.1488,0.262
70.763000,0.1652,0.1062,-0.0801,0.212
70.768000,0.1185,0.1813,-0.0488,0.222
70.773000,0.1314,0.3366,-0.0320,0.363
70.778000,0.1652,0.4134,0.0118,0.445
70.783000,0.0967,0.4279,0.0385,0.440
70.797000,0.0156,0.3223,0.0817,0.333
70.798000,-0.0732,0.2639,0.1815,0.329
70.799000,-0.1790,0.2773,0.2224,0.398
70.807000,-0.1995,0.2988,0.2513,0.438
70.831000,-0.1580,0.3154,0.2575,0.437
70.832000,-0.0267,0.2916,0.1997,0.354
70.832000,0.0408,0.2406,0.1732,0.299
70.832000,0.0496,0.2756,0.1244,0.306
70.834000,0.0561,0.3707,0.0297,0.376
70.835000,0.1182,0.3619,0.0557,0.385
70.839000,0.1405,0.3614,0.1278,0.408
70.842000,0.1638,0.3811,0.1152,0.431
70.848000,0.0896,0.3615,0.1180,0.391
70.852000,-0.0206,0.2684,0.1921,0.331
70.857000,-0.0836,0.2782,0.2040,0.355
70.861000,-0.1306,0.3200,0.1874,0.393
70.866000,-0.1143,0.3294,0.2078,0.406
70.872000,-0.0589,0.3067,0.2294,0.388
70.876000,-0.0464,0.2522,0.2154,0.335
70.881000,-0.0481,0.1886,0.2361,0.306
70.886000,0.0012,0.1529,0.2165,0.265
70.891000,0.0098,0.1460,0.2067,0.253
70.896000,0.0894,0.1427,0.2066,0.267
70.901000,0.1065,0.1478,0.1937,0.266
70.907000,0.1494,0.1624,0.2593,0.340
70.911000,0.1173,0.1390,0.2889,0.341
70.916000,0.0167,0.1097,0.2816,0.303
70.921000,-0.1472,0.1568,0.2343,0.318
70.927000,-0.1948,0.2616,0.1601,0.363
70.930000,-0.2042,0.3490,0.1032,0.417
70.935000,-0.2208,0.3502,0.0228,0.415
70.940000,-0.2240,0.3394,-0.0369,0.408
70.945000,-0.2080,0.3916,-0.1317,0.463
70.950000,-0.2264,0.4078,-0.1818,0.501
70.955000,-0.1379,0.3823,-0.2983,0.504
70.960000,0.0412,0.3523,-0.3559,0.502
70.965000,0.1887,0.2423,-0.3085,0.435
70.971000,0.2189,0.1933,-0.1920,0.350
70.975000,0.2434,0.1719,-0.0960,0.313
70.980000,0.2489,0.1935,-0.0457,0.319
70.985000,0.2784,0.1756,-0.0527,0.333
70.990000,0.3365,0.1973,-0.0537,0.394
70.995000,0.3982,0.2045,-0.1002,0.459
71.000000,0.4001,0.2081,-0.1048,0.463
71.005000,0.3627,0.2010,-0.0737,0.421
71.010000,0.3257,0.1795,0.0030,0.372
71.015000,0.1992,0.1592,-0.0770,0.266
71.019000,0.1135,0.1569,-0.0962,0.216
71.025000,0.0636,0.1724,-0.0592,0.193
71.030000,0.0257,0.2119,-0.1215,0.246
